czy_stwierdzenie,tekst
0,"Rozmrożone dawki szczepionki w krakowskim szpitalu. Zmiana harmonogramu szczepień https://t.co/n2NvD9kJDk https://t.co/OxFtaMbNsG
"
0,"Wysłać do Rzeszowa...tam Mazur z Medyka wie jak zaszczepić 4 tysiące w jeden dzień.
"
1,".@trzaskowski_ Rządzący zamiast zająć się opanowaniem sytuacji nie są w stanie przesłać jasnego sygnału na co są gotowi. Trzy miesiące temu apelowaliśmy do rządu o wytyczne ale tego nie ma i szczepionek też nie ma chociaż my jesteśmy gotowi, jako samorządy, by szczepić więcej. https://t.co/dqd3vedvHa
"
0,"@KrzyLuft no dał się pan zaszczepić przez pisowską szczepionkę? Szacun.
"
1,"""Nie chcę, żeby to zabrzmiało jak pochwała władzy.
Z pewnych powodów chcę się zaszczepić jak najwcześniej 2 dawkami. 2 AZ jest po 86 dniach, pfizer po 42. Termin AZ miałem na 11.04. Zadzwoniłem na 989 i bez żadnych problemów zmieniłem. Dostałem termin na 10.04 pf.
Warto próbować.""
"
0,"""Jeśli premier rusza w Polskę, to znak, że we wrześniu wybory.

BTW, jak zrozumieć słowa: '""... ogłosi ponad 400 punktów szczepień... '""? 😎 https://t.co/qpcXIP6TzE""
"
1,"@mmigalski @CentralneO wolą wylać niż zaszczepić
"
0,"@PL_2050 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 Jak się zaszczepić na krzywy ryj??????
"
0,"@bfialek @AGozdyra Szanowne antyszczepionkowe szury. Informuję Was, że prawdopodobieństwo, że zginiecie w wypadku samochodowym jadąc się zaszczepić, jest około 10 razy większe, niż że umrzecie w wyniku szczepienia! Szerokiej Drogi! ;)
"
0,"@LukaLuk64208817 A przed wszystkim nie daj się zaszczepić.
"
0,"@ilymydiego po znajomosci na luzie da się zaszczepić
"
1,"""Punkty szczepień chcą szczepić niewykorzystanymi dawkami. '""Przedstawimy takie rozwiązanie'"".

Zobacz materiał @FaktyTVN ⤵
https://t.co/jaAbFqfE8B https://t.co/zuRzoJBzIn""
"
1,"@Lemingoslawicki najlepiej sie szczepic narodowym hot-dogiem z Orlenu. Skutki uboczne zawsze mozna zrzucic pozniej.
"
0,"@OnetWiadomosci Tomczyk to typowy hejter, który ostatnimi wypowiedziami na temat szczepień w Rzeszowie spowodował, że pracownicy w punktach szczepień wolą wylać niezużyte szczepionki, niż zaszczepić nimi osoby młode, które się pojawią w miejscach wyszczepień.
"
1,"""Zmanipulować,omamić, śmiertelnie wystraszyć mnóstwo osób.Pozbawić dochodu, pracy, perspektyw.Zaszczepić eksperymentem. Sfałszować dane przez urzędy pracy, bo urzędnicy z komuny raczej PiS dobrze nie życzą. Na koniec dziwić się depresji.
Szczyt podłości graniczący z bestialstwem!""
"
1,"""@EFedorowicz Gdyby niemądrzy ludzie przestali się szczepić i testować, wówczas wszyscy nie bylibyśmy zmuszeni do zaszczepienia się.
Po roku pandemii większość ludzi ma odporność i wypracowaliśmy odporność stadną.
To zaszczepieni powodują, że PANDEMIA trwa, bo oni chorują i będą chorować!""
"
0,"@Rafal98783106 @GCessak Nie musisz się zaszczepić.Zaufaj bogu .
"
0,"""🤣🤣🤣
To jest właśnie technologia 5G,
wystarczy, się zaszczepić""
"
0,"@Leszek49469123 @michaldworczyk Ja Paniu nie zaszczepić się nie zabraniam ;)
"
1,"""@tvp_info Niemcy odejmują sobie szczepionki od ramion, żeby Polacy mogli się zaszczepić
#wieszwięcej #Jedziemy

 https://t.co/l8eh2nYixJ""
"
0,"@EmTck_ @mefistofelleess @PanasiukPiotr Zgadzam się wyjebać chwasta ,zaszczepić po trójnie i niech wącha kwiaty od spodu.
"
1,"KGHM chce zaszczepić przeciw COVID-19 wszystkich swoich pracowników https://t.co/cDA81M4ukT
"
0,"@beti_lady @PremierRP Narzekacie, a w Niemczech nawet nie wiedzą co to przychodnię publiczne. Jak chcemy się zaszczepić to tylko w szpitalach co idzie dużo gorzej a lekarze przyjmują tylko prywatnie. Cały świat ogarnęła pandemię nie tylko Polskę.
"
0,"@wiechu_s @JacekLanuszny @szczepimysie Wracając do wcześniejszego wątku: masz pewne negatywne doświadczenia ze szczepieniami, i ja to rozumiem, i dlatego korzystna jest dobrowolność, żeby osoby, które z najróżniejszych przyczyn nie chcą się szczepić miały taką możliwość i nie odczuwały presji. /1
"
1,"""@awa2501 @michaldworczyk Nie powiedzieli jeszcze ostatniego słowa!
A tak na serio - jak samorządy nie ruszą swoich pkt, to za chwilę będziemy się kąpać w szczepionkach a nie szczepić.""
"
1,"""'""Rezerwuar ... Cudownie. Spróbuj więc zaszczepić ten eksperymentalny produkt zdrowym dzieciom na chorobę, która zabija mniej niż tytoń i prawie nie dotyka żadnego dziecka. Jesteście potworami.

Przygotujcie się na zbrojną rewoltę.'""""
"
0,"""@Aettka Słabe jest to, że nikt nie rozgłasza że pod koniec dnia można się zaszczepić w punktach poza kolejnością, gdy zostaną szczepionki. Trzeba samemu dzwonić i dopytywać. Okazuje się, że w wielu miejscach '""coś'"" zostaje.""
"
0,"Polki Niemcom  tyłki myją to niech się  przynajmniej potrafią sami zaszczepić . #minela8
"
0,"już nie wiem, zaszczepić się astra?
"
0,"""Tak wygląda prototypowy paszport szczepionkowy w UE,
a wy co lewaky ciągle chcecie się zaszczepić? @TygodnikNIE #szczepimysie https://t.co/rpE1wVPbPx""
"
0,"""Tak jak w przypadku szczepień to nie wina ludzi, że państwo nawaliło i mogli niektórzy się zaszczepić '""bez trybu'"" tak nie jest winą tej wariatki, że z nieznanych mi powodów, pis plus @AndrzejDuda wywindowali to żałosne indywiduum tam, gdzie jest. To ich wina a nie jej.""
"
0,"@chmielewska_m @MateuszKugler @szczepimysie @Michael_Pescht @michaldworczyk Też tak mi napisano w sobotę. Najgorsze, że traktuje się tak osoby, które bardzo chcą się zaszczepić i w teorii mogą
"
1,"""@lepetitdejeneu1 @gazeta_wyborcza Lepiej zaszczepić chętnych, niż zutylizować rozpoczęte szczepionki. 
Brawo Rzeszów!!""
"
0,"""@Kasia74263081 @T_Stanislawski @Dariusz_Jonski A co Sie stalo z Krawczykiem? Dal sie dwa razy '""zaszczepic'"" i co 🏴‍☠️. Zobaczysz, z tych '""zaszczepionych'"" lemingow za pol roku malo ktory bedzie jeszcze zyl. 🤷‍♂️""
"
0,"""System szczepień działa dobrze zgodnie z założeniami.
Powiadomienia SMS o terminie szczepienie.Zgodnie z harmonogramem; konsultacja z lekarzem i szczepienie cienką igłą.Proszę  wszystkich żeby się zaszczepić dla rodziny i znajomych.""
"
0,"W sumie to chciałbym się zaszczepić ale nie zrobię tego
"
0,"Zdrowie i bezpieczeństwo wrocławianek i wrocławian są dla nas najważniejsze. Działamy w tym temacie bardzo elastycznie. Uruchomimy kolejne masowe #punktyszczepień. Na @StadionWroclaw rozszerzymy do 8 tys. osób dziennie, a na @WroclawAirport będzie punkt dla  tysiąca osób dziennie
"
0,"@Magmag77711777 @Cassandra_Ilion Ale nawet to wystarczy, żeby twierdzić, że lepiej zaryzykować i się zarazić bez szczepienia, niż się zaszczepić.
"
0,"Hołownia stracił ostatnią szansę. Mógł się zaszczepić na Maderze. #Jedziemy
"
1,"@5555GE @start_see @KarolRosenthal Ja sądzę, że będą się z radością szczepić, niestety 😕
"
0,"@JachiraKlaudia Ważne słowa. Możecie się zaszczepić jako pierwsi.
"
0,"@OnetWiadomosci Dozywotni lockdown to trzeba zrobic temu idiocie ktory to powiedzial. Albo go przykladnie zaszczepic AstraZeneca 😂☠️
"
0,"""@szczepimysie #szczepimysię 
Osoba 30l z chorobą przewlekłą (SM) na leczeniu immunosupresujnym, chce się zaszczepić,  jak wygląda procedura kwalifikacji? Na infolini nie otrzymałem odpowiedzi. Dziękuję.""
"
0,"""'""Jeżeli chodzi o PAD, to chyba to jedyny moment, kiedy wypowiedział się w kwestii szczepień po tym, jak powiedział raz w kampanii, że się nie szczepi. To, co napisał, to aberracja. Wszyscy chcemy się zaszczepić jak najszybciej'"" @joannamucha @gazetapl_news""
"
0,"@szczepimysie @devolaj Czyli w tym państwie z papieru toaletowego nadal nie mogę się dowiedzieć, kiedy mam szanse się zaszczepić? A niby tak to świetnie zostało to zaprojektowane przez pisowskich nieudaczników?
"
0,"""Piastów pod Warszawą.
Przychodnia publiczna.
Babcia wciąż czeka na termin szczepienia.
Dziś dowiedzieliśmy się, że przychodnia otrzymuje tylko 5 fiolek szczepionki na dzień.
Oni chcą do maja zaszczepić seniorów?
Chyba tylko tam, gdzie trwa teraz kampania wyborcza z udziałem PiS..""
"
0,"@DorotaGth wiem kochana musze sie zaszczepić , mąż już dawno zaszczepiony Pfaizerem zero reakcji poszczepiennych
"
0,"@PSzubartowicz @Marcin37805568 Zaszczepić..!!
"
1,"""@Obcy8pasazer @Marcin37805568 To po co ci psychopaci z pisu zamówili 100mln dawek szczepionek???
Będą takich durni szczepić po 4 razy""
"
1,"""@Mark001001 Żeby były wybory to wirus musiałby być w odwrocie 😂
a w wakacje chcą jeszcze szczepić dzieci...""
"
0,"Wolverine się zaszczepił. Teraz już chyba wszyscy wiedzą, że nie ma co kręcić nosem i warto się szczepić 😎 https://t.co/Ny34KUSzk7
"
0,"""@OrdoMedicus Moja Żonę dziś przekonywali w pracy że powinna się zaszczepić.

Pytam się PO CO, skoro przebyliśmy już ta infekcje?!""
"
0,"@poniatowskistan @k4tiek4te @TurskiPrezesK Tak z nią wszystko w porządku, że w kilku rozwiniętych krajach wstrzymano szczepienie nią. To na pewno z dobrego serduszka – żebyśmy my, Polacy, mogli się nią zaszczepić i żeby nam było dobrze ;)!
"
1,"""Można?
Można!

W interesie całego bogatego Świata jest to, aby zaszczepić wszystkich na całej kuli ziemskiej. Tych najbiedniejszych również. I żeby zrobić to jak najszybciej.""
"
1,"""1. Im młodsi tym mniej chcą się szczepić (efekt AZ?)
2. Do zaszczepienia wszystkich zarejestr. obiema dawkami potrzeba prawie 10 mln dawek.

Ciekawe co z 18-40 🤔

@szczepimysie czy można prosić o takie dane dla wszystkich grup wiekowych w rozbiciu na województwa?

#szczepimysie https://t.co/Dj0xQln2fT""
"
0,"@dorota_gol @_zboral @PBasiukiewicz Żeby uzyskać odporność populacyjną czy jak ją się tam nazywa należy albo sprawić, żeby większość ludzi zachorowała w krótkim czasie albo w krótkim czasie tą większość zaszczepić.
"
0,"@ksedzicki @plimoni Udało się zaszczepić? 😅
"
1,"@lczechowski 99% leków ma skutki uboczne. Tutaj skutkiem ubocznym jest tak naprawdę  śmierć. Dlatego w tym przypadku nie kupuje narracji, że jest bezpieczna. Wytłumacz rodzinie tej jednej osoby na 100k, że i tak warto się zaszczepić AZ, bo zyski przewyższają ryzyko.
"
1,"System jest niewydolny. Lekarze: Szczepionki powinny być dostępne dla wszystkich, którzy chcą się zaszczepić https://t.co/hiyCToP5TU
"
0,"@CzapskiPawel Jeżeli kwalifikujesz się do danej grupy obecnie mogącej się zaszczepić a nie dostałeś takiego skierowania przez IKO
"
0,"@michaldworczyk Wspólnie to z kim? Sami ze sobą? My chcemy się zaszczepić jak najszybciej . Umierają 40 latkowie plus . Więc  z kim działacie ? A kiedy ruszy rocznik 75  i kolejne ? Bo teraz są w martwym punkcie . I może jakaś odpowiedz by się przydała.
"
0,"Jezdem zaszczepioną... https://t.co/h1xEk7Esld
"
1,"""@KrzysioJezyna @MiBor19 @GCessak @MZ_GOV_PL Proszę się nie szczepić. 
Pali pan? Pije? Leki przeciwbólowe bierze? Wodę z plastiku pije? Powietrzem naszym oddycha?
Wszystko to niesie ryzyko. Duże i znane.
Szczepionki to jedne z najlepiej przebadanych specyfików.""
"
1,"W Niemczech można, w Polsce @MorawieckiM i @a_niedzielski podpisali kontrakty, więc będą szczepić do ostatniego Polaka
"
0,"@Maciaren1 @michal_maks @Urzekotka Prawda? Plus jeszcze wyraźnie po tym fragmencie widać, że cały ten dżender to lewacki wynalazek rewolucji seksualnej, a Marcuse przeniósł się wehikułem czasu, żeby go zaszczepić ludom północnej Ameryki.
"
0,"@TwardyElektorat :) Panie ja bym zapłacił byle się zaszczepić. Więc te ewentualnie NOPy mi nie straszne. Po wódce większe ma Pan ryzyko negatywnych objawów niż po szczepionce.;)
"
0,"@RKaznowska @mamago25 Pani Prezydent, kiedy osoby poniżej 50 r.ż. będą mogły się zaszczepić? Mam skierowanie, wiem że są szczepionki, a nie mogę zmienić terminu na kwietniowy....
"
0,"@Silurus19 @marcinwarchol @KONFEDERACJA_ Ja stąpam twardo po ziemi - chcę żeby jak najszybciej skończył się lockdown i jestem gotowa ponieść pewną cenę. Przede wszystkim zaszczepić się i doprowadzić do zmuszenia opornych.
"
0,"@Jacek_fpm @AgnieszkaBryc @KaroGlowacka Ja dochodzę do wniosku, że szczepienie wykładowców, ale Astrą (jak to chyba w zdecydowanej większości było), to trochę uszczęśliwienie na siłę. I tak siedzę w domu, nie mam kontaktu z ludźmi, i chyba wolałbym zaszczepić się później, ale Pfizerem.
"
0,"""Od początku #koronawirus , spożywka i kościoły były otwarte. Wiadomo. Trza jeść i się modlić. Rządzący poszli oryginalnym tokiem rozumowania i zamiast zaszczepić w pierwszej kolejności kasjerki i księży, zaszczepili nauczycieli i przedszkolanki. 
Szkoły i przedszkola - ZAMKNIĘTE.""
"
1,"""@KLubnauer @szczepimysie @NoemiWojnicz @dworczyk Osoby z niektórymi niedoborami odporności nie mogą szczepić się '""żywymi'"" szczepionkami i w kalendarzu szczepień są one wykluczone, jak p. żółtej febrze, śwince, polio. Immunolodzy odradzają szczepionki wektorowe - z żywym adenowirusem. O tym w ogóle nie ma mowy u Dworczyka.""
"
1,"Dzisiaj dowiedziałam się, że w piątek rano mogę się zaszczepić. Na sali, która dużo już widziała, a kajdanki są tam codziennością. Jak tak, to tak.
"
0,"""Natural honey, chocolate, olive oil, handmade ceramics, organic cosmetics and more, produced in the Holy Land.
⠀
The artisans we help are gifted people who use ancient traditions to create authentic Israeli goods. Boycott and sanctions interfere! Lev Haolam helps, you can too.""
"
0,"@T_Stanislawski Doskonale zorganizowane,   co do minuty zaszczepiona
"
0,"@kowalski_cezary To dla naszego dobra. Trzeba je szybko zaszczepić i pozwolić grać w maseczkach. Nowy wspaniały świat
"
0,"@MZWP No kurna nie chcieli mnie zaszczepić więc wróciłem z niczym 🤦‍♂️😀
"
0,"""@niezaleznapl Przekażcie panu ministrowi, że jest dzbanem.
I chyba chce mieć krew na rękach.
Przypominam, że większość nauczycieli o ile została zaszczepiona, to tylko pierwszą dawką.""
"
0,"""@joannabak31 Autentyk. Rozmowa syna, który zgłasza się po ciało matki z lekarką:
 
- ale dlaczego sie nie zaszczepiła? przecież w jej wieku juz by była zaszczepiona
- bardzo się bała
- a nie bała się wirusa?
- też się bała, Nigdzie nie wychodziła, nawet na zakupy, tylko do kościoła!!!""
"
0,"""@wkrawcz1 Autentyk. Rozmowa syna, który zgłasza się po ciało matki z lekarką:
 
- ale dlaczego sie nie zaszczepiła? przecież w jej wieku juz by była zaszczepiona
- bardzo się bała
- a nie bała się wirusa?
- też się bała, Nigdzie nie wychodziła, nawet na zakupy, tylko do kościoła!!!""
"
0,"""@Trikste54373886 @Kacper_Pecka Zbiorowa odporność, jeżeli nie chcemy kompletnego załamania systemu służby zdrowia, tworzy się tylko, jeżeli większość populacji jest zaszczepiona i wariant Brytyjski dobitnie to pokazał.

A do tego czasu trzeba się jakoś chronić, choćby w podstawowym zakresie.""
"
1,"@AdamJazon @rem_tene Drobna uwaga. Apeluje, aby pod żadnym pozorem nie szczepić się w aptekach, miejscach tego typu, gdzieś w zakładach pracy itp. Rozumiem intencje, ale to trzeba jedynie w szpitalu, przychodniach. Musi być opieka lekarska. Jakiś procent ma szansę a wstrząs i miejcie rozum.
"
1,"""@Rebelsoul_777 @leszek105 @Ukash_P @1Pazur @Dekantacja @ZygmuntP2000 @pomaska Nie dzień, tylko nas...
To przez takich jak my ONI muszą się szczepić...""
"
0,"mama się chyba jutro będzie szczepic???
"
0,"@szczepimysie @wolne_media_pl zzostałam zaszczepiona Astra Zeneką 7.04 i nie dostałam następnego terminu szczepień dlaczego.NIe ma szczepionek pytam
"
0,"@ROZOWY_HEFALUMP Już od dwóch miesięcy zaszczepiona, nic strasznego się nie działo, a naprawdę warto dla spokoju głowy ;)
"
0,"Ritka już zaszczepiona. ;))) Corocznie przeciw wściekliźnie. Gotowa na wiosnę.
"
1,"""@ulanbar1 @KludkowskaM @Bis1Tsoda @szczepimysie Liczba szczepionek, takie sobie funkcjonowanie spółki, która szczepi i to, że wszyscy chcą się szczepić '""w kapciach'"" więc trudno ich przekonać, żeby ruszyli ciut dalej.""
"
0,"@michaldworczyk @MorawieckiM #Panie Dworczyk wielki szacunek dla Pana i dla wszystkich którzy każdego dnia pomagają w tych szczepieniach.We środę będąc zaszczepiona widząc to wszystko zrozumiałam jakie obciążenie jaka odpowiedzialność leży na tych którym przyszło to na barki swoje wziąść.❤🇵🇱🇩🇪
"
0,"@Daniel_Ashm @grzesiowski_p Druga kwestia: w UK antyszczepionkowców jest bardzo mało, najwięcej wśród Polaków.  Statystyki są jasne, grubo ponad 90% osób powyżej 55tki jest zaszczepiona.
"
0,"@YrakiwYnolapan Ja jestem zaszczepiona AstroZenkiem. Pierwszą dawką.
"
0,"@Jula3107 Ale czemu się przez to czujesz gorzej? Przecież to nie jest powód, przez który powinnaś się w ogóle porównywać do innych osób, bo 1) nie miałaś na to wpływu 2) to ratuje ci zdrowie. Też chciałabym być zaszczepiona czymkolwiek, więc 🙃🙂🙃
"
0,"""@katarynaaa Podobno po już po 5, może lepiej odczekać tydzień
Ale uwaga! Osoba zaszczepiona też się może zarazić, z tym że przebieg choroby jest łagodniejszy""
"
1,"""@gibon102 Czy p. Premier mógłby z łaski swojej usiąść na czterech literach i skupić się na zapewnieniu  większej ilości szczepionek?
W moim pobliskim POZ-cie mogą spokojnie szczepić kilka razy więcej ludzi od warunkiem, że będą mieli czym. Przypuszczam, że w innych miejscach jest podobnie.""
"
1,"""#SzczepimySię 
#WROCŁAW na @StadionWroclaw przygotował 20 stanowisk drive-thru. Tygodniowo będzie można w nich szczepić ok. 50 tys. osób. 
Miasto jednak nie może ich uruchomić, bo nie ma przepisów.
@michaldworczyk zapowiada, że będą... w drugim kwartale. 
Więcej w @Radio_TOK_FM""
"
0,"""Jestem szczęśliwie zaszczepiona PFIZER 💉💉💉
Dobrej nocy 🌛🌛
#SzczepimySię""
"
0,"@katarynaaa Moja mama, w czwartek w zeszłym tygodniu zaszczepiona drugą dawką Moderny. We wtorek pozytywny test na koronawirus. Jednakże ma tylko katar i zatkane zatoki bez gorączki, więc można uznać, że lekko przechodzi dzięki szczepionce. Na ten moment.
"
0,"""@ROZOWY_HEFALUMP Juz jestem zaszczepiona od miesiąca i to byl strzał w 10.
Pracuje w przychodni zdrowia i asystuje przy badaniach usg gdzie codziennie 30 osob sie przewija i czuje sie duzo bardziej bezpiecznie niż przed zaszczepieniem 😊""
"
0,"@MaxTizer Nie pozwala. Wiem, bo zaszczepiona pierwszą dawką https://t.co/qsHzvEooaj
"
0,"żartowałam nigdzie nie chcę chcę być tylko zaszczepiona
"
0,"@CezOlbrycht @AdamDrygalski Większość dziadków powinna być już zaszczepiona.
"
1,"@szczepimysie @michaldworczyk To sprawdźcie po punktach. AZ roczniki uwolnione nie chcą się szczepić, czekają na Pfizera. Ja mogę przyjąć AZ ale nie mogę. I co? Poza tym co robicie aby ludzie szczepili się AZ. Mówicie „chcemy aby...?”... nie wystarczy.
"
1,"@ArchiMed2020 Tak, zadziwiające jest to nieodpowiedzialne grzanie niesprawdzonych informacji, właściwie plotek z kręgów politycznych i  pseudomedycznych przez media. Ciekawe ilu z tego powodu się nie chce szczepić i ile żyć to kosztowało, kosztuje?
"
0,"@thesheepbe Jestem zaszczepiona ale to nigdy 100 % ochrona. Mogę przynieśc na ciuchach, na włosach do domu, tam gdzie moje dzieci niezaszczepione
"
0,"@greg_ck Już zaszczepiona.
"
0,"""@BarPa129i Wczoraj byłam zaszczepiona, dziś mnie boli głowa. 
I nie ma znaczenia, że nie piłam dziś  kawy, choć mam b.niskie ciśnienie😎""
"
0,"@monkbonk @IwonaGJ Ale Iwona mówi że osoba zaszczepiona,😏To może bez problemu, niewiem, pomyślałem o tobie bo tam najbliżej jesteś,👍
"
0,"@ubzia To jakie Ty wtyki masz, ze juz jestes zaszczepiona :0
"
0,"@SolarzJoli Ale to jak to? Jako pracownik medyczny jeszcze nie zaszczepiona?
"
0,"@urszula_matyka @BarPa129i Też byłam zaszczepiona wczoraj. Dziś do południa byłam troszkę przymulona i bolała mnie głowa. Wypiłam kawę i wszystko ok👍
"
0,"Tylko zaszczepiona mniejszość niemiecka ma czyste sumienie!
"
1,"@DolinaRoztoki Zebrało się przez świeta. Wtedy miałaś mniejsze liczby. A co do szczepionek - mnóstwo osób nie chce się szczepić. Nie wrzucałbym do jednego wora szczepionek i zgonów.
"
0,"Jezeli „plaskoziemcy” mowili, ze bedziecie sie szczepic co pol roku to kto tu teraz wypadl foliarzem? 😊
"
0,"Dzielna Hanioszka zaszczepiona 😘 https://t.co/YT09V6GFcO
"
0,"@Elegancka_ Ale już zaszczepiona?😜
"
0,"@szczepimysie @Pawel87749484 @restory244 @KludkowskaM Pewnie jakbym był jakimś PIS-wskim aparatczykiem , to już dawno mama byłaby zaszczepiona ‼️
"
0,"@poliinezja dzięki kochana, będę dawać znać! mam nadzieję, że mi też szybko minie. na szczęście moja przyjaciółka jest już zaszczepiona, także w razie potrzeby będzie mi jeździć na zakupy żebym nie wykorkowała z głodu hahahaha
"
0,"@PiotrKaczyk @MZ_GOV_PL Moja ciocia zaszczepiona pfizerem właśnie walczy z covidem.
"
0,"""@PremierRP @MorawieckiM Samo zapisanie nic nie da.
Zapisałam się przed koleżanką.
Ona już zaszczepiona, a ja muszę czekać do 13 maja.
Do tego czasu mogę zachorować.""
"
1,"@cringeduder @synxchaosu Dlaczego nie jest? Podzielą sobie na grupy i będą szczepić cały rok. Przecież nie musi być tak że wszyscy w tym samym okresie.
"
1,"pacjenci starsi odmawiają szczepienia AZ, bierzemy z listy rezerwowej. Chcą się szczepić młodzi ludzie, ale jest blokada systemu. Nie będę marnować szczepionek. Jak się nie zgłoszą uprawnieni, bierzemy jak leci i już. I niech mnie pan @Dworczyk nie ściga, bo to absurd.
"
0,"@matsobon Bo jedna zaszczepiona 😂😂
"
1,"@compi1234 Pod koniec kwietnia wracam do pracy, praca z ludźmi, różnymi, w MOPS, to bym chciała być zaszczepiona!!!
"
0,"To ja chyba żyje w innym świecie moja mama była zaszczepiona wczoraj a ja mam termin na 5 maja #mineła9
"
0,"@trockizm98 @CywilizacjaZ Grzeczniej proszę. Jeszcze nie zaszczepiona.
"
0,"jestem już w pełni zaszczepiona na wściekliznę, i czekam sobie na przyjaciela aż skończy projekt- pierwszy raz się z nim widzę na żywo i nie mogę się doczekać
"
0,"@Ryszard39144183 @ochocki_adam @BajkowaBogusia Proponuję nie dyskutować z debilem. Napisał, że bez szczepionek ludzie nie przeżyją do września. Tymczasem do września nie będzie zaszczepiona nawet 1/3 ludzkości. Po prostu debil.
"
0,"@PP_now I nie wpadł na to, ze szczepimy sie własnie po to by pozwolić sobie na w maire normalne życie gdy wiekszosc bedzie juz zaszczepiona gdy nastapi zmniejszenie ilosci zgonów z powodu ciezkiego przebiegu choroby bo zakazać sie bedziemy nadal.
"
0,"@grzesiowski_p Panie doktorze, nie EMA, tylko jeden facet. Pan Krawczyk umarł, choć wziął Pfizera. Przytłaczająca większość brytoli, zaszczepiona AZ, prawie nie ma tam już śmierci z powodu covid, a w czerwcu wracają do normalności
"
0,"@vip1seba @MorawieckiM Gdybym się zamierzała szczepić, to ja akurat tylko sputnikiem lub chińską. Ale odnośnie tego co napisałam, to nie chodziło mi o szczepionki tylko ogólne podejście i traktowanie Komisji Europejskiej.
"
0,"@PolakNaKacu I tak im zalegają w magazynach, bo ludzie boją się szczepić. Policz ile wylewają.
"
0,"@Wojtek600 @Autolikos1 @PetraAva @lkwarzecha @WaitsTw Teraz ! kiedy większość zaszczepiona ! Co do masek to statystyki śmiertelności kiedy pandemia szalała świadczą jakim błędem było nie stosowanie nakazu ! Ale jak mówię Polacy nie czytają gazet i nie posiadają podstawowych wiadomosci z wiadomych Przyczyn! POKO i Holownia podobne
"
0,"""CNN-Star Midwin Charles stirbt im Alter von 47 Jahren '""mit der Impfung'"" https://t.co/2fVv4q3Quj""
"
0,"@bedopies Ja nie mam, ale 2 z 4 osób z domu właśnie przechodzi :') jedna zaszczepiona, a ja chyba odporna🤔
"
0,"@ArchiMed2020 Jestem zaszczepiona AZ i jest ok. Czekam na drugą dawkę👍 trzymam kciuki✊
"
0,"@micheleszurstor Żona była nią zaszczepiona na drugi dzień lekko osłabiona teraz dostanie drugą dawkę ale mówi że się nie boi o jakieś skutki uboczne
"
0,"@PolskaKobieta Już jesteś zaszczepiona?
"
0,"@falstafiku dużo mniej. Z danych wynika,że 10% grupy 50-59 już zaszczepiona w Polsce (bo część to lekarze, nauczyciele itd.) Po drugie, nawet w starszych grupach szczepiło się max 50%, więc i tu można przyjąć takie założenie. IMO szczepionek spokojnie starczy dla 40-59. Ale kontrolować muszą
"
0,"@Opolska Za trzymanie szczepionek w magazynach zamiast szczepic każdego chętnego dworczyk powinien odpowiadac karnie. Mieć szczepionki i nie pozwolic ludziom z nich skorzystać to skandal i zbrodnia.
"
0,"""@RadeXat ...nie chorowali, to trzeba szczepić. Podwójna robota i strata czasu.
Poza tym test na przeciwciała możesz zrobić sam w laboratorium jak masz ochotę.""
"
0,"@micheleszurstor Teściowa zaszczepiona. Trochę bolała ją ręka i na następny dzień miała dreszcze.
"
0,"@michaldworczyk Powinno być jawne czym będziecie się szczepić i Wasze rodziny.
"
1,"""@lecterro @MarianNajepka wg. mnie może.
W mojej rodzinie grupy osób tworzące odrębne gospodarstwa mają jedną osobę zaszczepioną. Wszyscy dookoła chorowali. Ale zawsze choroba pojawiła się po zaszczepieniu tej osoby.""
"
0,"@ilymydiego uwierz mi ze tak bo moja koleżanka pracuje na recepcji w przychodni i została zaszczepiona i jej mąż przy okazji tez chociaz nie ma nic wspólnego z medycyna🤷🏽‍♀️
"
0,"@Yennefe17292866 wiesz kochana ja jako z tej grupy tak zwanej zero mogłam być dawno zaszczepiona Moderna ale unikałam tego , a teraz musze i proponuje Astre i sie bardzo boje😔
"
0,"@tvp_info Wniosek, pisbolszewia już zaszczepiona. 🥴
"
0,"@MichalSzczerba @Anka_Wasilewska Zaszczepiona?
"
0,"@ezoteryczna301 Proszę uwżać... kuzyna żona zaszczepiona pielęgniarka, pracująca w szpitalu złapała Covid. Cała rodzina 6 osób na kwarantannie.
"
0,"@SteveStiffler76 @Mark001001 A co będzie jak niezaszczepieny ulegnie wypadkowi a respiratory będą zajęte przez szczepionych? Lub co będzie jak zaszczepiona rodzina umrze na skutek szczepionki a jedna osoba nieszczepione z dalszej rodziny czy będzie mogła dostać ich majątek?
"
1,"Gwiazda CNN Midwin Charles umiera „zaszczepiona” w wieku 47 lat
"
0,"@krytykblog @wulgarny_gracz @Pecet0wiec Albo faktycznie nie była zaszczepiona bo podobno dyrektorzy niektórzy nadal nie ogarnęli sczepienia dla swoich nauczycieli. Po pierwszej dawce skuteczność jest już spora. Badania były robione.
"
0,"@wyjatkowakanali E, jakby zaczął szczepić to byłaby dopiero kampania😜
"
0,"@KludkowskaM @szczepimysie Również chciałam rodzicom zmienić termin z 21.05 na wcześniejszy, na infolinii dostałam informację że w punkcie gdzie chcą się szczepić nie ma wcześnieszyjch terminów. Pół godz później oboje otrzymali smsy z terminem na 23.04 więc cierpliwości 😉
"
