etykieta,tekst
11,"@sawka_jerzy Panie Jerzy, co się pan taki nerwowy robisz, szczepienie się to decyzja indywidualna nie mająca obowiązku prawnego w Polsce. Dla 90+% obywateli nie ma szczepionek w znaczeniu szczepionka 1 i 2 ... o czym więc mówimy, skoro zaszczepione drugim razem jest koło 2mln, a 35-36 mln ???"
13,"@gazeta_wyborcza Rząd przygotował  6,500 punktów szczepień o wydajności 1,000,000 ludzi tygodniowo. Wszystko zostało policzone wg zapowiadanych przez unijnych kretynów dostaw. Banda oszustów z KE oczywiście podpisała debilną umowę i #szczepionka się rozpłynęła. To po co te idiotyczne inwestycje?"
2,"""Czołowy urzędnik Europejskiej Agencji Leków Marco Cavaleri powiedział,  że istnieje związek między szczepionką AstraZeneca  a zakrzepami krwi.
https://t.co/y3ygwT8MNj"""
13,"""Spotkania nie są protokołowane. Polecenia służbowe, decyzje wykonawcze przekazywane są ustnie, bez żadnych podpisów. Skład Zespołu Zarządzania Kryzysowego nie jest określony. Nie ma list obecności.

To miał być wielki program szczepień. Jest wielki program zacierania śladów."""
11,"@MichalSzczerba @mamcochcialem @Dariusz_Jonski To kto w końcu kłamie Dworczyk czy pan? Dworczyk powiedział, że tą szczepionką będą szczepić osoby leżące bo to będzie jedna dawka."
2,"""@pisorgpl @michaldworczyk https://t.co/e1XvOsyfCT
Dyrektor EMA
  Moim zdaniem jest związek między pojawieniem się zakrzepów a szczepionką 
@AstraZeneca nie wiemy jednak jaki 
W ciągu kilku następnych godzin poinformujemy, że jest taki związek,"""
2,"""@agda_acka @KLubnauer @iresta99 @kulaga_mariusz nie nie z brukowców lekarze na całym świecie mają problem z tą szczepionką nawet dzisiejsza wypowiedż 
szefa (EMA) nie ma potrzeby ryzykować gdy są inne szczepionki.
https://t.co/UCSne04KzN"""
11,"@kat_krzeszowska Być może Punkt chciał uchronić szczepionkę przed utylizacją (warunki przechowywania Pfizera są bardzo restrykcyjne). Istnieje też prawdopodobieństwo, że Pani zasugerowała się treścią skierowania (AZ), a nie szczepionką przypisaną do terminu."
11,"@grzeszajac1 @matrobert777 Jedni mówią, że szczepionka robiona specjalnie wysiłkiem tysięcy naukowców inni, że testowana od dawna...."
11,"""@Datyka0809 Pfizer czy Moderna wydaja się, że są skuteczne.
Szefostwo Pfizera obiecuje wzrost produkcji. 
Są jeszcze inne w kolejce. Nie wiem jaka jest prawda o Sputniku. Na razie wydaje się, że to dobra szczepionka."""
2,@michaldworczyk Czy zmienia się podejście do szczepionki @AstraZeneca w związku doniesieniami o tym iż istnieje jednak związek pomiędzy tą szczepionką a przypadkami śmiertelnymi w wyniku zakrzepów?
11,"@szczepimysie czy jest możliwość zaszczepienia osoby 50+, która jest marynarzem i w maju szykuje się do wyjazdu, szczepionką J&amp;J, aby nie marnować 2 dawek innej szczepionki? Jeśli tak to gdzie ma się zgłosić?"
2,"Clear link between AstraZeneca vaccine and rare blood clots in brain, EMA official tells paper https://t.co/oRzJgDsPp4 https://t.co/HjcM1ghBCu"
2,Europejska Agencja Leków zmieniła zdanie. Szczepionka AstraZeneca może mieć związek z zakrzepami https://t.co/a9bBkaz7hg
2,"""Szef zespołu ds. oceny szczepionek Europejskiej Agencji Leków Cavaleri: '""obecnie coraz trudniej twierdzić, że nie ma związku przyczynowo-skutkowego między szczepionką AstraZeneki (przeciw COVID-19) a bardzo rzadkimi nietypowymi przypadkami zakrzepów krwi'"".
https://t.co/NpFoqLoVm2"""
2,"""Za Rzepą:
Marco Cavaleri, dyrektor ds. szczepionek Europejskiej Agencji ds. Leków (EMA) w rozmowie z '""Il Messaggero'"" stwierdził, że obecnie można już - jego zdaniem - mówić, że jest związek między szczepionką #AstraZeneca, a pojawianiem się zakrzepów u niektórych zaszczepionych."""
13,"Dworczyk: Nie przewidujemy możliwości wybierania szczepionki. Można zapytać konsultanta, jaką szczepionką dany punkt dysponuje. Wszystkie szczepionki są skuteczne i bezpieczne. Hmm a czemu nie ? Wg mnie usprawniłoby to i przyśpieszyło szczepienia.."
2,"""Związek pomiędzy szczepionką AstraZeneca a przypadkami zakrzepicy istnieje, ale szczegóły trzeba dopiero ustalić - mówi Marco Cavaleri, ekspert Europejskiej Agencji Leków (EMA)
#AstraZeneca #szczepienia #zakrzepica #EMA
https://t.co/UmHdUdvPyl"""
11,"@JurekWu Napiszę kulturalnie. Szczepionki wymienione powyżej są sprawdzone (mimo że zdarzają się rzadko powikłania), natomiast szczepionka na covida jest nowym typem, jest w fazie eksperymentalnej i jest dopuszczona warunkowo.  Szczepienie dzieci będzie eksperymentem."
11,"@SebastianKolacz Szczepionki przeszły wszystkie wymagane etapy testów. Jedyna różnica to przyspieszony czas całego procesu. No i to szczepionka, rna lub białko wirusa, nie jakiś nowy wymyślony lek. Nie zostaje w organizmie, ten ma tylko poznać wirusa i wytworzyć przeciwciała."
3,"""@crreeyz @PBeatap @Bob_Gedron Szczepionka ma zmienić tylko jedną rzecz: u osoby, która mogła by po zakażeniu się doznać ciężkich urazów, włącznie ze śmiercią, ma zagwarantować lekki przebieg choroby.

Nie widziałem ani jednego badania, które by to potwierdzało."""
2,"Ekspert EMA: Coraz trudniej mówić, że nie ma związku między szczepionką AstraZeneki a zakrzepami https://t.co/p7hjR4PyaY"
2,"#BREAKING European Medicines Agency (EMA) top official says there is link between AstraZeneca Covid vaccine and blood clots, but cause not clear https://t.co/Fb1qftFzS7"
2,"""No proszę❗️Ekspert EAL informuje, iż ''coraz trudniej twierdzić, że nie ma związku przyczynowo-skutkowego między szczepionką AstraZeneki, a bardzo rzadkimi nietypowymi przypadkami zakrzepów krwi''...👁️🔥
https://t.co/EgBCxBeUgn"""
2,"""Oficjalne linki EMA #AstraZeneca szczepionka i zakrzepica.
„Moim zdaniem możemy to powiedzieć teraz, jasne jest, że istnieje związek ze szczepionką. Ale nadal nie wiemy, co powoduje tę reakcję” - powiedział włoskiemu dziennikowi Il Messaggero, szef EMA ds. Szczepionek M Cavaleri."""
11,"""@zzzebbraa @PKontrowersje W chinska akurat nie wierze, ale tak prastara szczepionka zawiera atenuowanego wirusa '""VERORAB, szczepionka na wscieklizne Po rekonstytucji, 1 dawka (0,5 ml) zawiera:
Wirus wścieklizny*, szczep Wistar Rabies PM/WI38 1503-3M (inaktywowany)'"""""
11,"""@PKontrowersje '""Szczepionka COVID-19 AstraZeneca składa się z innego wirusa (z rodziny adenowirusów), który został 
zmodyfikowany tak, aby zawierał gen umożliwiający wytwarzanie białka z SARS-CoV-2.
Szczepionka COVID-19 AstraZeneca nie zawiera samego wirusa i nie może powodować COVID-19.'"""""
2,"""Ekspert EMA: Związek między zakrzepami krwi a szczepionką

https://t.co/TZC5dTX2Tu

Wysłane przez @updayPL"""
2,"""Nawet UK, kraj producenta AstraZenecca widzi link między szczepionką, a skrzepami krwi. Nie tylko  szef działa EMA. Do tego ta szczepionka jest mało skuteczna wobec wariantów, szybko spada poziom przeciwciał. Chyba czas zaprzestać używania w Polsce 🤔
https://t.co/IX8oLzBVQ3"""
11,"@MartaStruczews1 Tak jak kiedyś znaczyło się bydło znakami, tak teraz chcą zrobić szczepionką."
11,"Bill Gates został złapany na wideo, w którym przyznał, że jego „eksperymentalna” szczepionka ZMIENI czyjeś DNA NA ZAWSZE.…"
2,"Europejska Agencja Leków jednak stwierdza, że „jest związek między zakrzepami krwi a szczepionką AstraZeneka u niektórych pacjentów, ale...korzyści z jej przyjęcia wciąż przewyższają ryzyko” - eksperci @EMA_News rozpoczęli dziś dyskusje na ten temat -potrwają do piątku."
11,"@domi_dlugosz Szczepmy z ulicy. Tak, ale chyba nie jeśli dla niektórych szczepionka nadal jest towarem deficytowym. Plus trzeba jeszcze chyba drugą dawkę zaplanować lub zabezpieczyć? Zaraz się okaże, że lepiej wyczekiwać pod przychodnią niż zapisywać się na termin."
2,"""@mpietrzak1983 @Lewica_News @anitasowinska @poselTTrela @MSWiA_GOV_PL @__Lewica @LewicowyHub @mlodalewica_ @wiosnabiedronia @RobertBiedron @KotulaKat https://t.co/e1XvOsPR1t
Dyrektor 
@EMA_News
 ds. szczepień: Moim zdaniem jest związek między pojawieniem się zakrzepów a szczepionką 
@AstraZeneca
, nie wiemy jednak jaki"""
11,"@MCwiek4 @m_wojcicki Patrząc na ilość przypadków w UK, chociaż nie widzę danych ile osób u nich było zaszczepionych którą szczepionką to wygląda to jakby te szczepionki działały, chyba, że to efekt odporności stadnej, oczywiście w opcji czasowej, bo przechorowanie tego szajsu ochrony stałej nie daje"
2,"""@RuchNarodowy https://t.co/e1XvOsPR1t
Dyrektor 
@EMA_News
 ds. szczepień: Moim zdaniem jest związek między pojawieniem się zakrzepów a szczepionką 
@AstraZeneca
, nie wiemy jednak jaki"""
2,"""@RuchNarodowy https://t.co/e1XvOsPR1t
Dyrektor 
@EMA_News
 ds. szczepień: Moim zdaniem jest związek między pojawieniem się zakrzepów a szczepionką 
@AstraZeneca
, nie wiemy jednak jaki"""
2,"""https://t.co/e1XvOsPR1t
Dyrektor 
@EMA_News
 ds. szczepień: Moim zdaniem jest związek między pojawieniem się zakrzepów a szczepionką 
@AstraZeneca
, nie wiemy jednak jaki"""
2,Ekspert Europejskiej Agencji Leków potwierdza związek przypadków zakrzepicy ze szczepionką AstraZeneca https://t.co/KCn47bmEoU https://t.co/hra8FWit5N
2,"""Ekspert EMA: Coraz trudniej mówić, że nie ma związku między szczepionką AstraZeneki a zakrzepami
https://t.co/pGjYuWgTVB
Boom szaka laka sku*wysyny? 🤔"""
11,"""@a_niedzielski @adela_rock 1/ Szanowny Panie Ministrze,
Może warto by było rozważyć, żeby szczepionka firmy Johnson&amp;Johnson była dostępna, po osobach pozostających na stałe w miejscu zamieszkania, także dla osób podejmujących naukę na zagranicznych uczelniach?"""
2,"""Europejska Agencja Leków zmieniła zdanie. Szczepionka AstraZeneca może mieć związek z zakrzepami
https://t.co/F1fxVAhCbj #spidersweb"""
2,"""Ekspert EMA: Związek między zakrzepami krwi a szczepionką

https://t.co/3DzylmUPXk

Wysłane przez @updayPL"""
2,"""@__Lewica @wlodekczarzasty @Radio_TOK_FM https://t.co/e1XvOsPR1t
Dyrektor 
@EMA_News
 ds. szczepień: Moim zdaniem jest związek między pojawieniem się zakrzepów a szczepionką 
@AstraZeneca
, nie wiemy jednak jaki"""
2,"""@JacekWilkPL https://t.co/e1XvOsPR1t
Dyrektor 
@EMA_News
 ds. szczepień: Moim zdaniem jest związek między pojawieniem się zakrzepów a szczepionką 
@AstraZeneca
, nie wiemy jednak jaki"""
3,"""@p07severus @AGozdyra @PolsatNewsPL W tym przypadku akurat nie rząd, a naukowcy zmieniają co chwilę zdanie.
Szczepionka, co do zasady, ma nam uratować życie. I nie dziwię się ludziom, że mają obawy - chcą być zdrowi, a z własnej woli przyjmą coś, co może spowodować utratę zdrowia lub życia."""
11,"@AGozdyra @PolsatNewsPL Moim zdaniem brzmi poważnie jeżeli weźmiemy pod uwagę, że ta szczepionka jest wciąż w fazie testów. Nie ma co się obrażać na rzeczywistość tylko trzeba skrupulatnie gromadzić dane o pacjentach i obiektywnie je analizować, a na koniec opisać ryzyko w ulotce."
11,@ProtKrzysztof Kto wierzy ze szczepionka moze dawac jakies prawa?! Rynek szczepionek na Covid19 jest szacowany na 600mld$ rocznie. Paru sie wzbogaci a reszta ma sie szczepic co roku do usranej smierci.
3,"""EMA w pół.marca ogłasza - szczepionka BEZPIECZNA

EMA pocz.kwietnia ogłasza - a jednak NIE DO KOŃCA BEZPIECZNA

Badania nadal trwają. 

@michaldworczyk dalej będziesz bawił się w dr. Mengele?

#Norymberga a potem #KaraŚmierci dla Was!

https://t.co/9MdTFKRWHO"""
2,"""EMA w pół.marca ogłasza - szczepionka BEZPIECZNA

EMA pocz.kwietnia ogłasza - a jednak NIE DO KOŃCA BEZPIECZNA

Badania nadal trwają. 

@michaldworczyk dalej będziesz bawił się w dr. Mengele?

#Norymberga a potem #KaraŚmierci dla Was!

https://t.co/9MdTFKRWHO"""
2,"Ekspert #EMA: Coraz trudniej mówić, że nie ma związku między szczepionką #AstraZeneca a zakrzepami #szczepionka #COVID19 https://t.co/ugELULMRP2"
2,"""@rafalhubert '""W ostatnim czasie coraz częściej pojawiały się wątpliwości co do tego, czy szczepionka AstraZeneca nie wywołuje rzadkich rodzajów incydentów zakrzepowo-zatorowych, zwłaszcza u kobiet poniżej 55. roku życia.'""
zagadka: co biorą kobiety poniżej 55 roku życia, copowoduje zakrzepicę?"""
2,"Ekspert EMA: Coraz trudniej mówić, że nie ma związku między szczepionką AstraZeneca a zakrzepami https://t.co/BoOtczqOeP"
2,Jest związek między zakrzepami a szczepionką AstraZeneca? Przełomowe stanowisko https://t.co/S9of5E5VPq
2,"""Ekspert #EMA: Według mnie możemy już to powiedzieć, to jasne, że jest związek ze szczepionką 
#AstraZeneca 

https://t.co/Miw7qbIhAS"""
2,"""'""MAMY JUŻ PEWNOŚĆ, ŻE ZAKRZEPY KRWI MAJĄ ZWIĄZEK Z PODAWANĄ SZCZEPIONKĄ ASTRAZENECA'"" -
stwierdził szef zespołu ds. oceny szczepionek Europejskiej Agencji Leków (EMA) Marco Cavaleri w wywiadzie dla włoskiego dziennika '""Il Messaggero'""
-
https://t.co/4n51x2lOeF"""
11,"@AGozdyra @compi1234 @PolsatNewsPL Niepoważne to było wmawianie ludziom, że szczepionka (jakiejkolwiek firmy) stworzona w panice w ultra krótkim okresie czasu jest na 100% bezpieczna. To jest po prostu korekta kursu na fakty."
11,"@AGozdyra @PolsatNewsPL Każdy medykament ma jakieś skutki uboczne, czy to szczepionka czy ibuprofen. Chodzi o to, żeby korzyści ze stosowania przewyższały problemy z niego wynikające. Normalne jest też, że niektóre skutki uboczne wychodzą po jakimś czasie od stosowania preparatu na masową skalę."
11,"@JckSki Nie możemy eksperymentowaćna ludziach tanim lekiem znanym od 70 lat, więc poeksperymentujemy na ludziach drogą szczepionką. No i chuj, czego nie rozumiesz?"
11,"@Bobik57 @lis_tomasz sprawdził i to nie raz, poinformowano go, że się szczepionka zmarnuje, a jego rezygnacja przeniesie go poza kolejkę"
11,"@PBeatap Badanie pokazuje, że szczepionka pozostaje skuteczna w 76 proc. w zapobieganiu przed zachorowaniem na COVID-19 przez trzy miesiące po podaniu pierwszej dawki. W przypadku podania drugiej dawki po trzech miesiącach skuteczność wzrasta do 82,4 proc."
11,"Kiedy w internecie pojawił się primaaprilisowy żart mera Rosień, że do ich rejonu wreszcie przybyła szczepionka „v-putnikowa” – to nastąpił szok naszego ministerstwa zdrowia. https://t.co/tlvYLIHxK3"
2,"""Według #EMA „wyraźny” związek między szczepionką #AstraZeneca a zakrzepicą
Urzędnik EMA potwierdził związek między szczepionką Covid-19 AstraZeneca a zakrzepicą, chociaż „nie wiemy jeszcze, jak to się dzieje” https://t.co/puBmIMbcN3"""
2,@agda_acka @KLubnauer @iresta99 @kulaga_mariusz Myślę że mają wiedzę dlatego nie chcą AZ która jest niepewną szczepionką....
2,"""A jednak...☹Ekspert EMA: Związek między zakrzepami krwi a szczepionką

https://t.co/yQv34ST3He

Wysłane przez @updayPL"""
11,"@mar_watrobinski @_zboral Co ciekawe najbardziej zawodzi szczepionka klasyczna a nie te których wszyscy najbardziej się bali.....Pfizer, który miał zamieniać ludzi w nietoperze... :-) wydaje się działać najlepiej..."
2,"""@WaitsTw Jest związek między zakrzepicą i szczepieniem, ale nie wiadomo co powoduje taką reakcję organizmu.
W grę wchodzi jedzenie, picie i/lub sen - bo przecież nie ta szczepionka?"""
5,@KLubnauer Szczepienie przewlekle chorych szczepionką po której umierają zdrowi. Co może pójść nie tak?
10,"""@JacekWilkPL Kto normalny zaszczepi dziecko eksperymentalną szczepionką??.. 

Nie życzę nikomu, ale w przypadku ciężkich NOPów i zgonów, tłumaczenie braku związku z podaniem preparatu mają przećwiczone na dorosłych."""
2,"""Marco Cavaleri członek EMA: Jest związek między przypadkami zakrzepicy krwi a szczepionką firmy AstraZeneca. Dzisiaj EMA wyda komunikat w sprawie szczepionki.❗️🇪🇺
#AstraZeneca"""
11,@szczepimysie Czy napewno kazda szczepionka jest bezpieczna? Odniesiecie sie Panstwo do dzisiejszej opini szefa EMA nt Astra Zeneca?
2,"@iza_zyza @AnnElizabeth666 Nowe oświadczenie komisji ds. Reakcji niepożądanych (PRAC) EMA w sprawie @AstraZeneca  prawdopodobnie jeszcze dziś, po tym jak  Marco Cavaleri szef ds. szczepien w EMA oświadczył w Il Messaggero: istnieje związek między szczepionką AstraZeneca a przypadkami zakrzepów krwi."
11,@MichalSzczerba @Dariusz_Jonski SUPERSIWECY.  Szczepionka J&amp;J oraz AZ to idealne szczepionki do walki z SUPERSIEWCAMI i walki o zmniejszenie transmisji wirusa.   A Samorządy powinny być gotowe ze szczepieniami na ten nadchodzący weekend !
11,"@mgm27_2005 wiem, że na obecnym etapie to szczepionka nie jest 100% pewna, ale rozmawiałem ze znajomą z UK, co w szpitalu, pisała mi, że jak zaczęli szczepić tak spadła ilość hospitalizowanych"
11,"Kilka tygodni temu, Kołakowska twierdziła, że wirus to ściema. A teraz przyznaje, że szczepionka nie jest potrzebna, bo i bez niej można go przejść bezpiecznie. Czyli wirus jednak istnieje? Pomijam już całkowity brak szacunku do ś. p. Krzysztofa Krawczyka https://t.co/XohUqZW2P2"
2,"Ekspert EMA: Coraz trudniej mówić, że nie ma związku między szczepionką AstraZeneki a zakrzepami https://t.co/jGVY7lqq2P"
11,"@matrobert777 @TasakNarodowy szczepionka jest oparta o pierwsze sars-cov 2003-2005, zdaje się."
11,"@DemonDakki @GrEnaroc @Janekwisniews11 @hakados1 Noszą maseczki, bo szczepionka nie chroni przed złapaniem wirusa, a przed chorobą. Wirusa mogą dalej przekazać."
11,"@PGoik @BratWodza Szczepionka nie jest eksperymentem w świetle obowiązującego prawa. A mój tweet naprawdę nie dotyczył szczepień, tylko tego 'if'""😁 Tzn. oni liczą na to, że nic się nie stanie, ale jak widać, są zabezpieczeni gdyby coś się stało."""
2,"Ekspert EMA: Coraz trudniej mówić, że nie ma związku między szczepionką AstraZeneki a zakrzepami https://t.co/orPXfIGViC"
2,"Ekspert EMA: coraz trudniej mówić, że nie ma związku między szczepionką AstraZeneki a zakrzepami https://t.co/hYp4SaNI9u"
11,"@Jerzy99001593 @KLubnauer Mogłaby, tylko niestety USA nie chce się tą szczepionką dzielić."
11,"""@Dumna_z_Polski A skąd ma wiedzieć. Żeby szczepionka się nie zmarnowała natychmiast zapraszana jest następna osoba.Jest to standardowe działanie.
Osoba która się nie stawi do szczepienia jest usuwana z rejestru i na jej miejsce wpisywana druga.
Skąd ci takie rzeczy przychodzą do głowy"""
2,"Ekspert EMA: Coraz trudniej mówić, że nie ma związku między szczepionką AstraZeneca a zakrzepami https://t.co/eCfQ38JZ7Z"
2,"""„AFP:
 „Starszy urzędnik Europejskiej Agencji Leków (EMA) twierdzi, że istnieje związek między szczepionką #AstraZeneca Covid i zakrzepicą krwi, ale przyczyna jest niejasna ” 😱🤕"""
2,"Urzędnik EU. Agn. Leków potwierdza związek między #AstraZeneca a zakrzepicą 'Teraz możemy powiedzieć, jest jasne, że istnieje związek[między obserwowanymi przypadkami zakrzepicy] a szczepionką. Co powoduje tę reakcję, jednak nie wiemy jeszcze (...)#szczepimysię https://t.co/wR8pr1bUHI"""
2,"""Coraz trudniej twierdzić, że nie ma związku przyczynowo-skutkowego między szczepionką @AstraZeneca a bardzo rzadkimi, nietypowymi przypadkami zakrzepów krwi - ocenia Marco Cavaleri szef zespołu ds. oceny szczepionek Europejskiej Agencji Leków (@EMA_News ).
https://t.co/NCcTwQzEz1"""
2,"@aneczka07 Urzędnik EMA potwierdził związek między szczepionką Covid-19 AstraZeneca a zakrzepicą, chociaż „nie wiemy jeszcze, jak to się dzieje” - powiedział. -https://t.co/fpitoVYC4q"
13,"Zgodnie ze słowami @michaldworczyk, tabelka, z której wynikało, że mieszkańcy Rzeszowa są szczepieni o wiele sprawniej niż reszta Polski okazała się manipulacją. Zastąpienie kiełbasy wyborczej szczepionką wyborczą w sumie wyglądało jak science - fiction nawet jak na cynizm PiSu."
8,"Zgodnie ze słowami @michaldworczyk, tabelka, z której wynikało, że mieszkańcy Rzeszowa są szczepieni o wiele sprawniej niż reszta Polski okazała się manipulacją. Zastąpienie kiełbasy wyborczej szczepionką wyborczą w sumie wyglądało jak science - fiction nawet jak na cynizm PiSu."
2,"""Szef działu zajmującego się szczepionkami w Europejskiej Agencji Leków Marco Cavaleri 

„Moim zdaniem, możemy teraz jasno powiedzieć, że jest powiązanie pomiędzy szczepionką AstraZeneca, a zakrzepicą. Nie umiemy jednak stwierdzić z co dokładnie powoduje taką reakcję”"""
11,"@restory244 @AlaBezKota @nmaliszewski Preparat jest przypisany do terminu. Może Pani wybrać nowy termin, z inną szczepionką. Natomiast nie można zmienić szczepionki przypisanej do terminu."
11,"""Kuba Sienkiewicz:
Nosił maseczke
Nosił rękawiczki
Dezynfekował ręce
Często się kąpał
Zmieniał i prał ubrania 
Przyjął szczepionkę

'""Zarazil się wirusem w tym samym czasie co przyjął szczepionke'""

To się dopiero nazywa koincydencja czasowa... po roku w takim reżimie sanitarnym. https://t.co/OQFfZ714Ht"""
11,"""@wwessky @JachiraKlaudia @szymon_holownia '""Szczepionka od rządu'"" - świetny żart 😂
Od kiedy to rząd funduje nam cokolwiek? Kupują za własne?
Jedyne, co do niego należy, to poprawne zarządzanie logistyką procesu szczepień. Co idzie im bardzo opornie."""
11,"@OnetWiadomosci Czy jeśli by nie poszedł to szczepionka by przepadła? Sądzę, że tak. Więc lepiej on niż nikt."
11,"@Jerzy99001593 @KLubnauer Pfizer Comirnaty to szczepionka wynaleziona przez Niemców (tureckiego pochodzenia) w niemieckiej firmie przez nich założonej (BionTech) i kupionej przez amerykański Pfizer. Dlaczego więc do Polski miałaby przyjeżdżać z USA, skoro jest produkowana opodal w Niemczech i Belgii?"
11,"""#Szczepionka #szczepimysie #AstraZeneca dozwolona🇫🇷we #Francja od 55.r.ż Rozważane jest alternatyw. rozwiąz.podobnie jak w Niemczech :możliwe użycie szczepionki informacyjnej RNA jako dawki przypominającej.Połączenie tych dwóch byłoby bardzo skuteczne. 
https://t.co/BPkxXk7B9W"""
1,"@Holinea69 przeczytaj to albo chociaż stteszczenie tego. ta szczepionka działa krótkofalowo, a o tym co będzie dalej ostrzega dr Geert Vanden Bossch, który pracował przy produkcji innych szczepionek https://t.co/Cfx6MjUsVg"
11,"""🗨️Michał #Dworczyk, szef KPRM, na konferencji prasowej: w II kwartale zdecydowane przyspieszenie szczepień.

W ciągu 2 tygodni dostarczone zostanie 2 mln  dawek #szczepionka

#szczepimysie #szczepimysię"""
11,@tvp_info Eksperymenty medyczne na ludziach to zbrodnia przeciwko ludzkości. Podawanie na masową skalę eksperymentalnej terapii genowej pod nazwą szczepionka to zbrodnia za która odpowiedzą również ci którzy wykonywali jedynie rozkazy.
2,"""Ważne!
Urzędnik Europejskiej Agencji Leków (EMA) potwierdza istnienie związku między szczepionką AstraZeneca a przypadkami zakrzepicy obserwowanymi po jej podaniu, w opublikowanym dzisiaj wywiadzie dla włoskiego dziennika Il Messaggero #AFP"""
11,"""No i wszystko jasne. 

Rezygnują z AstraZeneca, czyli
udało się dotrzymać terminu. 

Sanofi: Szczepionka na COVID-19 ma być dostępna w czerwcu 2021 r. Będzie można ją przechowywać w lodówce https://t.co/bwyZxPZUNS"""
2,"""@afpfr Ważne!
Dotyczy eksperymentalnych szczepień.
Urzędnik Europejskiej Agencji Leków (EMA) potwierdza istnienie związku między szczepionką AstraZeneca a przypadkami zakrzepicy obserwowanymi po jej podaniu, w opublikowanym dzisiaj wywiadzie dla włoskiego dziennika Il Messaggero #AFP"""
11,""".@Dariusz_Jonski i .@MichalSzczerba właśnie odkryli, że w kwietniu trafi do Polski szczepionka firmy #JohnsonAndJohnson która pojedzie do 9 ośrodków w Polsce. W tym do #Rzeszów. Dlaczego akurat tam? I dlaczego akurat przed wyborami na prezydenta? No właśnie. 
Coś niebywałego!"""
11,"Pan Mazur w wywiadzie dla TVN prosi wszystkie media by się odczepiły, lekarz (o sobie) musi mieć trochę swobody. Było coś o studentach wyjeżdżających do Londynu i do Szwecji i o ofiarnym szczepieniu na rubieżach. Czyli patriota."
11,@Krzyszt30177975 @Robert65133027 @MBalawelder Między szczepionką a tymi preparatami jest różnica.
4,@21schilling Wcześniej byl ciezko chory ale szczepionka napewno nie pomogła
11,"""Szczepionka #Johnson&amp;Johnson trafi do #Polski : 
- pierwszy transport odbędzie się 16 kwietnia i do Polski trafi 117 tyś. 600 szczepionek, natomiast 26 kwietnia odbędzie się drugi transport szczepionki i do Polski trafi 204 tyś. dawek szczepionek 
#NarodowyProgramSzczepień"""
11,"@Ethouris @PBeatap @Bob_Gedron konieczne są co roku, tj, szczepionka działa tylko jeden sezon, bo taka specyfika chorób przeziębieniowych, a teraz nagle ludzie oczekiwali ze z covid będzie inaczej, otóż nie będzie, wszystko wskazuje ze te szczepionki na covid tez będą działać tylko jeden sezon."
11,"@EwaLTylkoPytam @Legionista2016 Nic tylko się szczepić , zastanawia mnie tylko jedno w tym całym zamieszaniu z #COVIDー19 mówi się o szczepieniach a nie mówi się o leczeniu bo skoro szczepionka jest beee to jak to leczyć 🤷🏼‍♂️"
3,"""https://t.co/aS1PpLc5MH
Cóż za niespotykana koincydencja zdarzeń 👇🏻
To nie jest tak, że '""szczepionka'"" nie chroni. 
Podejrzewam, że ten preparat powoduje chorobę, wskazuje zresztą na to nauka. 
#zajob"""
11,"@matrobert777 Koleś który określa pretenduje do rządzenia krajem, afiszuje się dyplomem za 'bez płaczu'"" szczepionka, to twój faworyt?"""
2,"Francja rezygnuje ze szczepionki AstraZeneca. Francuski rząd zapowiedział, że w najbliższym czasie  szczepionka AstraZeneca zostanie definitywnie wycofana z francuskiej kampanii szczepień na Covid-19."
3,"@LuxPrawak @hajlajf13 Żaden lek nie działa w 100%, tak samo szczepionka. Zmniejsza jedynie ryzyko zachorowania o 95% lub mniej (w zależności od szczepionki). Dalej można chorować, więc dalej trzeba uważać."
11,"""@BarPa129i Nikt nigdy nie mówił, że szczepionka daje 100% pewności. 
Żadna szczepionka nigdy nie dała i nie da."""
8,"W Rzeszowie, obok ekspresowych szczepień, są prowadzone badania nad szczepionką Johnson&amp;Johnson, wszyscy chętni od 18 r.ż. mogą się zgłaszać i będą tą szczepionką zaszczepieni."
3,"@rotax73 Szczepionka nie chroni przed zakażeniem, ale powinna przechodzić chorobę łagodniej. A jak jest u niej?"
8,"Awantura wokół szczepień w Rz. trwa w najlepsze, afera puchnie, Dworczyk w szale zaprzeczeń, bo internauci merytorycznie udowadniają tu, na twiterze, że ordynarnie kłamie. No, nie udało się z utrzymaniem ciszy nad szczepionką wyborczą, bo zawsze ktoś puści farbę ... I dobrze!"
11,"@Intelligent_8 @RafalMundry Szczepionka nie chroni przed zachorowaniem, tylko przed późniejszymi powikłaniami. Niestety nie działa ona w 100%..."
4,"Zmarł po przyjęciu pierwszej dawki szczepionki, tak skomentowała jego  żona. To jest przestroga aby ludzi którzy mają choroy współistniejące zastanowili się nad szczepionka?? Część jego pamięci🌹Tobyl wspaniały artysta wielka szkoda😪 https://t.co/uPrSlxYUrI"
3,"...który daje NIC. Przypomnę, szczepionka ma zapewnić jedynie ( AŻ) że przebieg ewentualnej choroby nie będzie ciężki. NIE zapobiega zakażeniu i przenoszeniu na innych wirusa."
11,"@adamidmark @Zygyzygy1 @MZbanyszek Putin nie jest taki głupi, żeby pozwolić na eksperymenty eugeniczne na Rosjanach terapią genową błędnie zwaną szczepionką."
