,title,verdict,short_justification
1308,Czy fact-checking to globalizacyjne narzędzie represji wobec koronasceptyków?,Fake News,"Dbałość o rzetelność informacji i jej zgodność z rzeczywistością – zarówno w odniesieniu do pandemii COVID-19, jak w każdej innej sprawie – jest elementarną podstawą wszelkiej racjonalnej komunikacji,..."
1309,Czy Bergamo można już uznać za miasto bezpieczne i wolne od epidemii?,Fake News,"Tak jednoznaczne stwierdzenie na obecnym etapie pandemii, która wraca w poszczególnych krajach kolejnymi falami jest na wyrost. O tym, że najbardziej we Włoszech dotknięte przez koronawirusa miasto j..."
1310,Czy noszenie popularnych maseczek ochronnych z materiału lub jednorazowych powoduje wdychanie toksyn?,Fake News,"Nie ma dowodów naukowych, by noszenie maseczki mogło spowodować zatrucie organizmu toksynami, np. dwutlenkiem węgla. Należy jednak stosować się do wytycznych sanitarnych i zmieniać maskę w przypadku, ..."
1311,"Czy w Szwecji epidemia się cofa i może to być pierwszy europejski kraj, który upora się z pandemią?",Fake News,"To nieprawda, że - jak podano w zgłoszonym tekście - „w Szwecji epidemia się cofa, przypadków jest mniej niż 100 dziennie"". Według oficjalnych danych WHO, dzienne przyrosty wykrywanych zakażeń w Szwec..."
1312,"Czy w czasie marszu ""Odwołujemy pandemię"" w Warszawie doszło do pacyfikacji tłumu?",Fake News,"Według organizatora marszu „Odwołujemy pandemię”, który odbył się 10 lipca w Warszawie, miał on pokojowy charakter, a policja nie musiała używać siły. Zgłoszenie dotyczy artykułu opublikowanego na ..."
1313,Czy w Niemczech zakażone dzieci będą izolowane od rodzin?,Fake News,"Nie, żadne z dostępnych oficjalnych źródeł nie wskazują, by w Niemczech podjęto decyzję o izolowaniu dzieci zakażonych koronawirusem od ich rodzin. Tak postawione pytanie sugeruje jakoby zakażone dzi..."
1314,Czy w trakcie testu na koronawirusa ulega uszkodzeniu bariera ochronna mózgu?,Fake News,Zdaniem ekspertów podczas pobierania wymazu z nosogardła w kierunku SARS CoV-2 nie dochodzi do uszkodzenia bariery ochronnej krew-mózg. Jest to anatomicznie mało prawdopodobne. Zgłoszenie dotyczy ar...
1315,"Czy, w związku z pandemią, we Włoszech obowiązuje cenzura?",Nieweryfikowalny,"Tezę o istnieniu systemowej formy cenzury we włoskich mediach stawia w zgłoszonym wywiadzie Paolo Becchi, profesor filozofii prawa na Uniwersytecie w Genui. Twierdzi, że we Włoszech działa specjalna g..."
1316,Czy wysypka w jamie ustnej to pierwszy objaw zakażenia koronawirusem?,Fake News,"Wysypka w jamie ustnej nie jest jednym z pierwszych objawów COVID-19. Badania hiszpańskich naukowców wykazały, że u części zakażonych pacjentów takie zmiany na błonach śluzowych pojawiły się w miarę r..."
1317,Czy kobiety stosujące antykoncepcję są bardziej narażone na powikłania zakrzepowe w razie zachorowania na COVID-19?,Nieweryfikowalny,"Nie wiadomo, czy kobiety stosujące antykoncepcję są bardziej narażone na powikłania związane z zaburzeniami hemostazy oraz powikłania zakrzepowe w razie zachorowania na COVID-19. Źródłem zgłoszenia ..."
1318,Czy służby specjalne Izraela używają swoich narzędzi inwigilacji do walki z koronawirusem?,Prawda,"Rząd Izraela już na samym początku epidemii COVID-19 w marcu br. zezwolił służbie kontrwywiadowczej Szin Bet na wykorzystanie do śledzenia obywateli zakażonych koronawirusem oraz osób, z którymi mieli..."
1319,"Czy Richard Rose III, który zasłynął z odmowy noszenia maski ochronnej zmarł na COVID-19?",Prawda,"Tak wynika z dostępnych źródeł, w tym m.in. relacji znajomego zmarłego w mediach społecznościowych jak i doniesień medialnych. Według nadesłanego zgłoszenia, które opiera się na relacji w serwisie an..."
1320,Czy obecnie w Polsce przybywa codziennie nawet 5 tys. zakażonych?,Nieweryfikowalny,"Z całą pewnością liczba nowych osób zakażonych SARS-CoV-2 w Polsce jest wyższa niż potwierdzonych przypadków. Podobnie jak na całym świecie, bo testy obejmują tylko część populacji. Według ostatnich ..."
1321,"Czy członkowie Grupy Wagnera realizują cele polityczne Moskwy, pomagając biednym krajom w walce z pandemią?",Prawda,"To prawda, że związani z Kremlem rosyjscy najemnicy wojskowi - tzw. Grupa Wagnera - wykorzystują pandemię i próbują ocieplić swój wizerunek, co w praktyce oznacza także dobry PR dla Rosji. W każdym ra..."
1322,"Czy, ze względu na pandemię, w Polsce nie ma porodów naturalnych, tylko przeprowadza się cesarskie cięcie",Fake News,"Nieprawda. W Polsce porody odbywają się siłami natury, jak również poprzez cesarskie cięcie, a obecnie dopuszczalny jest poród naturalny nawet u pacjentek zakażonych lub z podejrzeniem COVID-19. Istni..."
1323,"Czy kierowca za brak maseczki może dostać nie tylko mandat, lecz stracić prawo jazdy?",Fake News,"Powody, dla których można stracić prawo jazdy zostały precyzyjnie opisane prze prawo. Nie ma wśród nich naruszenia obowiązków związanych z zasłanianiem twarzy podczas epidemii. Zatrzymywanie praw jaz..."
1324,"Czy to prawda, że nawet połowa ludzi może mieć naturalną odporność na koronawirusa i nie grozi im zachorowanie na COVID-19?",Fake News,"Zgłoszona do weryfikacji teza głosi, że nawet połowa ludzi może mieć naturalną odporność na nowego koronawirusa, dzięki czemu nie grozi im zachorowanie na COVID-19, a pandemia skończy się szybciej niż..."
1325,Czy koncerny farmaceutyczne liczą na zysk w związku z powikłaniami poszczepiennymi?,Fake News,"Nie, tak postawiona teza brzmi absurdalnie. Powikłania poszczepienne nie są źródłem zysku dla koncernów farmaceutycznych produkujących szczepionki. Autor zgłoszenia opiera je na doniesieniach agencji..."
1326,Czy przedstawicielom rosyjskich elit już w kwietniu podano szczepionkę z Instytutu Gamaleya?,Nieweryfikowalny,"Informację o szczepieniu rosyjskich elit przeciwko Covid-19 podała agencja Bloomberga, powołując się na swojego anonimowego informatora. Oficjalnie władze Rosji temu zaprzeczają. „Wielu przedstawicie..."
1327,Czy w Europie epidemia COVID-19 skończyła się w kwietniu-maju?,Fake News,"Nie można powiedzieć, że w Europie epidemia COVID-19 skończyła się w kwietniu-maju, chociaż rzeczywiście większość państw Starego Kontynentu w pierwszej połowie maja zaczęło notować wyraźny spadek lic..."
1328,"Czy szczepionka, która powstanie w kilka miesięcy, nie może być bezpieczna?",Fake News,"Szczepionka na Sars-CoV-2 nie powstanie w kilka miesięcy – zapowiadana jest na połowę 2021 roku. Testy nad nową szczepionką muszą się odbywać zgodnie z przyjętymi procedurami, gwarantującymi bezpiecze..."
1329,Czy spadek zachorowalności na grypę wraz z wybuchem pandemii koronawirusa jest niewytłumaczalny?,Prawda,"Cytowany w przywoływanym artykule dr Zbigniew Martyka, kierownik Oddziału Obserwacyjno-Zakaźnego w Szpitalu w Dąbrowie Tarnowskiej mówi, że w momencie lock-downu z powodu pandemii „zachorowalność na g..."
1330,"Czy to prawda, że nie ma dowodów medycznych na to, że maseczki ograniczają rozprzestrzenianie się koronawirusa?",Fake News,"Zgłoszony do weryfikacji tekst zawierający tezę, że nie ma dowodów na to, iż maseczki ochronne na twarz ograniczają rozprzestrzeniania się nowego koronawirusa, pomija istotne fakty oraz oficjalne zale..."
1331,"Czy rząd chce wprowadzić pracę zdalną dla wszystkich, jak to sugeruje tytuł?",Fake News,"Zarówno sensacyjny tytuł zgłoszonego artykułu, pochodzącego z portalu planeta.pl jak i jego lead, sugerujący, że praca zdalna przyczyni się do wzrostu bezrobocia, wprowadzają czytelnika w błąd. Rząd ..."
1332,"Czy COVID-19 to co najwyżej ""zła grypa""?",Fake News,Dane dotyczące grypy sezonowej i COVID-19 nie mogą być miarodajnie zestawiane - różnie są pozyskiwane i co innego w praktyce mierzą. Porównania tego rodzaju pomijają także odmienną dynamikę zachorowań...
1333,Czy maseczki pokryte Silvadurem i rozdawane w stanie Tennessee (USA) miały właściwości toksyczne?,Fake News,"Władze wstrzymały dystrybucję darmowych maseczek w stanie Tennessee w związku z informacjami dziennikarzy o możliwym zagrożeniu. Ostatecznie jednak stwierdzono, że nie ma niebezpieczeństwa. Alarm pod..."
1334,Czy szczepienia ochronne na grypę i meningokoki w Lombardii przyczyniły się do wysokiej umieralności na COVID-19?,Fake News,"Nie ma naukowych dowodów na to, że teza postawiona przez Tomasza Gabisia, autora zgłoszonego tekstu (pochodzącego z jego bloga i przedrukowanego za jego zgodą na portalu prokapitalizm.pl), jest prawdz..."
1335,Czy WHO opłaca celebrytów za poprawę wizerunku organizacji?,Fake News,"W maju 2020 Światowa Organizacja Zdrowia (WHO) zatrudniła agencję Hill+Knowlton należącą do światowej czołówki firm public relations, w celu opracowania planu skutecznej komunikacji w obliczu współcze..."
1336,Czy WHO i MFW oferowały prezydentowi Białorusi łapówki za lockdown w związku z koronawirusem?,Fake News,"Doniesienia, jakoby Światowa Organizacja Zdrowia (WHO) i Międzynarodowy Fundusz Walutowy (MFW) oferowały prezydentowi Białorusi Alaksandrowi Łukaszence łapówki za lockdown w związku epidemią koronawir..."
1337,"Czy personel sklepu, wypraszając klientów bez maseczek, wchodzi w konflikt z prawem?",Nieweryfikowalny,"Prawo wprost nie reguluje kwestii wypraszania klientów bez maseczek – komentuje prawnik. Według stanu na koniec lipca, nie ma opublikowanego orzecznictwa w tej sprawie. Zgodnie z rozporządzeniem Rady..."
1338,Czy Mosad rzeczywiście wykradał respiratory i inne środki medyczne przeznaczone dla innych krajów?,Nieweryfikowalny,"Zgłoszony artykuł z portalu kresy.pl opiera się na tekście z izraelskiego dziennika „Harec”, opublikowanym 2 kwietnia br. Autor tekstu, Gideon Levy z oburzeniem cytuje fragmenty programu telewizyjnego..."
1339,Czy koronawirus może wywoływać epizody psychotyczne?,Prawda,"COVID-19 objawia się na rozliczne sposoby, wpływając na wiele układów, w tym ośrodkowy układ nerwowy. W ostatnich miesiącach odnotowano na świecie przypadki zachorowań na koronawirusa wśród pacjentów,..."
1340,"Czy WHO ogłosiło pandemię dopiero, gdy Gates zapłacił 50 mln USD, żeby móc wprowadzać leki i szczepionki bez testów bezpieczeństwa?",Fake News,"Nie jest prawdą, że amerykański miliarder Bill Gates przekupił WHO (Międzynarodową Organizację Zdrowia) i wymógł na niej ogłoszenie pandemii nowego koronawirusa. A takie m.in. twierdzenie pojawia się ..."
1341,"Czy noszenie maseczki może powodować zmianę metabolizmu komórek na beztlenowy oraz powstawanie nowych naczyń krwionośnych, a przez to sprzyjać namnażaniu komórek nowotworowych?",Fake News,"Noszenie maseczek nie może spowodować takich skutków, bowiem ewentualne utrudnienia w oddychaniu spowodowane przez maseczkę nie docierają na poziom komórkowy. Zdaniem specjalisty medycyny ogólnej, he..."
1342,"Czy wiadomo, że blokada spowodowana drugą falą pandemii potrwa 7-8 miesięcy?",Fake News,"Nie ma żadnych potwierdzonych wiarygodnymi źródłami informacji o tym, że blokada spowodowana drugą falą pandemii miałaby potrwać 7-8 miesięcy. Długość i charakter blokad (tzw. lockdownu) jest ustalany..."
1343,Czy ING wycofał raport pozytywnie oceniający program Bosaka pod presją lewicy?,Fake News,"ING nie wycofał raportu. Poniżej podajemy źródłowy link do raportu. W zgłoszonym artykule czytamy m. in.: ""To prawdziwy skandal! ING wycofuje raport na temat programów gospodarczych kandydatów na Pre..."
1344,"Czy pacjent zakwalifikowany do testu na koronawirusa, który odmówi badania może być traktowany jako potencjalnie zakażony?",Prawda,Zgodnie z przepisami pacjent zakwalifikowany do testu na koronawirusa nie może odmówić jego przeprowadzenia. Jeśli jednak dojdzie do takiej sytuacji to taki przypadek traktowany jest jako podejrzenie ...
1345,Czy księża umierają jeden po drugim na Covid-19?,Fake News,W Radomiu w lipcu zmarło pięciu księży; byli mieszkańcami Domu Księży Seniorów. Ryzyko zgonu z powodu COVID-19 rośnie wraz z wiekiem zakażonych; nie jest związane ze stanem duchownym. „U wszystkich ...
1346,"Czy istnieją superroznosiciele choroby COVID-19, czyli osoby zarażające bardziej niż inni?",Prawda,W epidemiologii rzeczywiście istnieje zjawisko superroznosicielstwa i faktycznie naukowcy badający przypadek ogniska zakażeń w zakładach mięsnych Toennies w Rheda-Wiedenbrueck w powiecie Guetersloh w ...
1347,"Czy wykonanie testów PCR i ELISA we wczesnej fazie zakażenia pozwala przewidzieć, jak ciężki będzie przebieg Covid-19?",Fake News,"Nie. Nie ma naukowych dowodów na to, że dzięki tym dwóm badaniom będzie można oszacować przebieg Covid-19. Obecnie mamy dwa rodzaje testów na obecność wirusa SARS-CoV-2: na obecność przeciwciał (IgG..."
1348,Czy szczepionka na Covid-19 będzie zawierała komórki abortowanych dzieci?,Fake News,"W produkcji niektórych szczepionek wykorzystywane są tzw. komórkowe linie zarodkowe, pozyskane w latach 60. i 70. ubiegłego wieku, w których namnażane są wirusy potrzebne do wytworzenia szczepionki. S..."
1349,Czy heparyna blokuje rozwój COVID-19 lepiej niż remdesiwir?,Fake News,"Nie jest prawdą, że heparyna blokuje koronawirusa SARS-CoV-2 skuteczniej niż obecnie stosowany w leczeniu wywoływanej przez niego choroby COVID-19 remdesiwir. W badaniach, na które powołuje się autor ..."
1350,Czy testy genetyczne RT-PCR mogą czasem dawać fałszywe wyniki?,Prawda,"Testy genetyczne na koronawirusa wykonywane w technologii RT-PCR, pomimo wysokiej czułości, nie dają 100-procentowej pewności. Wynik może być czasem fałszywie dodatni lub ujemny. Wpływ na to mogą mieć..."
1351,"Czy to prawda, że to nie wirus zabija, a przyczyną zgonów jest sam układ odpornościowy?",Fake News,"Nie, pomimo pewnych podobieństw w uszkodzeniach płuc obserwowanych przy ciężkim przebiegu COVID-19, choroba powodowana przez koronawirusa SARS-CoV-2 nie zalicza się do dolegliwości autoimmunologicznyc..."
1352,"Czy pojęcie ""choroba bezobjawowa"" w odniesieniu do niektórych przypadków koronawirusa to manipulacja?",Fake News,"Infekcja koronawirusem SARS-CoV-2 może nie dawać objawów nawet w 45 proc. przypadków. Brak objawów zakażenia koronawirusem nie oznacza, że wirus nie spowoduje szkód w organizmie. W serwisie interneto..."
1353,"Czy rząd łagodzi obostrzenia nie bacząc, że koronawirus naciera jak rozjuszony dzik z Wuhan?",Fake News,"Choć w piątek 24 lipca potwierdzono najwyższą liczbę przypadków koronaowirusa od ponad miesiąca, nowe zakażenia COVID-19 maja charakter „punktowy”. Pochodzą z ognisk m.in. rozproszonych, niewielkich n..."
1354,Czy na COVID-19 umiera się tylko w szpitalach?,Fake News,"W statystykach dotyczących zgonów uwzględnia się przypadki śmierci na COVID-19 poza szpitalami. Podczas pandemii koronawirusa, przede wszystkim w marcu i w kwietniu, przez Polskę, a także przez Europę..."
1355,Czy ISIS chce wykorzystać pandemię przeciwko swoim wrogom?,Prawda,"Odpowiedź na pytanie zgłaszającego brzmi „tak”, bo to prawda, że według ekspertów ds. walki z terroryzmem, dżihadyści z Państwa Islamskiego wykorzystują pandemię dla swoich celów. Na osłabionej czujno..."
1356,"Czy wiadomo już teraz, że szkoły będą niegotowe na drugą falę pandemii?",Fake News,"Teza o nieprzygotowaniu szkół na drugą falę epidemii, która może nadejść w roku szkolnym 2020/2021 jest nadinterpretacją autora artykułu, który oparł ją o wyniki ankiety przeprowadzonej w początkowym ..."
1357,"Czy lekarze, stosując się do dyrektyw ws. zwalczania pandemii, ryzykują złamanie przysięgi Hipokratesa?",Fake News,"W zgłoszonym do weryfikacji tekście pt. „COVID 19 – nowa doktryna szoku” postawiona jest m.in. teza, że wielu lekarzy ryzykuje złamaniem przysięgi Hipokratesa, stosując się do dyrektyw (oficjalnych za..."
1358,"Czy amerykańska encyklopedia medycyny praktycznej definiuje COVID-19 jako zwykłą grypę - szczep, który zabija nie bardziej niż sezonowa grypa w okresie jesienno-zimowym?",Fake News,"Autor artykułu, na który powołuje się zgłaszający, nie podaje żadnych informacji na temat konkretnego wydawnictwa, z którego zaczerpnął rzekome informacje o definicji COVID-19 jako zwykłej grypy. Jedn..."
1359,"Czy zdaniem ekspertów, gdyby w USA wszyscy nosili maseczki, pandemia skończyłaby się tam w miesiąc?",Prawda,"Stwierdzenie jest prawdziwe. Taką opinię wygłosił dyrektor Amerykańskiej Agencji Epidemiologicznej (CDC), Robert R. Redfield w wywiadzie dla tygodnika Journal of the American Medical Association (JAMA..."
1360,Czy koronawirus dotarł do Korei Północnej?,Nieweryfikowalny,"Korea Północna oficjalnie potwierdziła, że całkowicie zapobiegła przedostaniu się SARS-CoV-2 na jej terytorium. Jednak nie ma pewności, że koronawirus rzeczywiście nie rozprzestrzenił się w Korei Półn..."
1361,"Czy to prawda, że MEN po cichu szykuje się do nauki zdalnej w nowym roku szkolnym?",Fake News,"Ministerstwo Edukacji Narodowej zapewnia, iż przed rozpoczęciem nowego roku nauczania przygotowuje się do pracy szkół w zwykłym trybie. „Uprzejmie informuję, że przygotowujemy się na pracę szkół w n..."
1362,Czy pod pretekstem zachorowania rodzica na COVID-19 dochodzi do uprowadzeń dzieci?,Fake News,"Sytuacje przywoływane w zgłoszonym tekście, do których miało dojść w Stanach Zjednoczonych, jak wynika z oficjalnych informacji nie zdarzyły się lub zostały przedstawione w fałszywym świetle. Co nie o..."
1363,Czy szczepionka przeciwko COVID-19 będzie zmieniać ludzki genom?,Fake News,"Nie, szczepionki nie wpływają na genom, nawet te oparte na DNA i RNA. Twierdzenie, że ich zastosowanie wiąże się ze zmianami w kodzie genetycznym osoby szczepionej, nie znajduje poparcia w literaturze..."
1364,"Czy lek spółki Synairgen oznacza przełom w leczeniu COVID-19, czy jest to tylko podbijanie wartości jej akcji?",Nieweryfikowalny,"Informacje podane przez brytyjską spółkę brzmią wiarygodnie, efekty zastosowania preparatu Synairgen są obiecujące. To jednak zbyt wczesny etap badań, aby przesądzać o skuteczności jego działania. W ..."
1365,Czy w Bartoszycach sklasyfikowano zgon na COVID-19 bez wykonania testu na koronawirusa?,Prawda,"Informacja ze zgłoszonego artykułu pochodzącego z „Twojego Kuriera Olsztyńskiego” jest prawdziwa. W TKO z 20 lipca br. czytamy, że w powiecie bartoszyckim (województwo warmińsko-mazurskie) zmarła na C..."
1366,"Czy, kiedy powstanie szczepionka na koronawirusa, będzie już nieaktualna, bo wirus wciąż mutuje?",Fake News,"Stwierdzenie zawarte w zgłoszonym wpisie z Twittera o tym, że COVID-19 mutuje i dlatego przygotowywana obecnie szczepionka może być już nieaktualna, jest nieprawdziwe. Jak wyjaśnia dr Tomasz Dziecią..."
1367,"Czy możliwa jest identyfikacja zakażonych, którzy nie mają objawów Covid-19, z wykorzystaniem psów?",Nieweryfikowalny,"Pomimo pierwszych obiecujących wyników pilotażowych badań nad możliwością wykrywania koronawirusa przez psy, nie można jeszcze ze 100-procentową pewnością stwierdzić, że metoda ta jest skuteczna i zas..."
1368,"Czy osoby, które nigdy się nie zakaziły, mogą mieć przeciwciała SARS-CoV-2?",Fake News,"Obecny stan wiedzy nie dopuszcza możliwości wytworzenia specyficznych przeciwciał bez kontaktu z konkretnym patogenem, a opisane wnioski są zbyt daleko idące. Autor zgłoszenia sugeruje, opierając się ..."
1369,Czy szczepionkę na koronawirusa trzeba będzie przyjmować cyklicznie?,Nieweryfikowalny,"Obecnie nie ma skutecznej i bezpiecznej szczepionki przeciw SARS-CoV-2 i na tym etapie prac badawczych nie można z całą pewnością stwierdzić, czy szczepionkę trzeba będzie przyjmować cyklicznie. Nie m..."
1370,"Czy zastosowanie respiratora przyczynia się do zgonu, bo czysty tlen pali tkankę płucną?",Fake News,"Teza zawarta w zgłoszonym do weryfikacji artykule, o tym, że stosowanie „głębokiej wentylacji” płuc z użyciem czystego tlenu u chorych na COVID-19 przyczynia się do ich zgonu, gdyż „pali tkankę płucną..."
1371,Czy lekarze postulują wprowadzenie w Polsce instytucji koronera przed drugą falą pandemii?,Prawda,"Tak to prawda. W trakcie lockdownu związanego z pierwszą falą koronawirusa pojawiły się problemy związane ze stwierdzaniem zgonu w przypadku osób, które zmarły w domu. Lekarze obawiali się potencjalne..."
1372,Czy Hongkong zmaga się już z trzecią falą koronawirusa?,Prawda,"Służby medyczne Hongkongu zgłosiły w niedzielę 19 lipca 108 nowych zakażeń koronawirusem, co jest najwyższym dziennym wynikiem od wybuchu pandemii. Przedstawiciele lokalnych władz tego 7,5-milionego S..."
1373,Czy w Rosji zakończono badania nad pierwszą na świecie szczepionką na koronawirusa?,Fake News,"Informacje, jakoby Rosja zakończyła badania nad „pierwszą na świecie” szczepionką na koronawirusa są nieprawdziwe. Mimo doniesień, które rozpowszechnili na ten temat rosyjscy urzędnicy i media, badani..."
1374,Czy uporczywy wzwód to jeden z objawów zakażenia koronawirusem?,Fake News,"Według ostatnich doniesień mediowych priapizm - długotrwały (ponad 4-godzinny) wzwód członka, zwykle bolesny i nie wywołany podnieceniem seksualnym - może być objawem SARS-CoV-2. Mimo wielu artykułów ..."
1375,Czy to aktualne zdjęcie Bolsonaro czy nie?,Fake News,"Zdjęcie widoczne w zgłoszonym wpisie, pokazujące prezydenta Brazylii Jaira Bolsonaro, na szpitalnym łóżku, z sondą w nosie jest nieaktualne. Fotografia ilustruje tekst oskarżający brazylijskiego polit..."
1376,Czy koronawirusa można było pokonać w miesiąc?,Fake News,"W świetle dostępnych faktów, nie da się udowodnić tezy, że „gdyby pozwolono na rozprzestrzenianie się wirusa, a jedynie odizolowano by grupy ryzyka, dbając o ich bezpieczeństwo, to w ciągu czterech ty..."
1377,Czy w Czarnogórze pandemia przybiera na sile?,Prawda,"Tak. Na początku czerwca władze Czarnogóry ogłosiły wygaśnięcie epidemii. Wówczas w kraju liczącym 620 tys. mieszkańców potwierdzono 333 przypadki zakażenia koronawirusem, zmarło 9 osób. Jednak już po..."
1378,Czy AstraZeneca przekazała recepturę szczepionki na koronawirusa Rosji?,Fake News,"To fake news. Na razie w na stronach agencji Reuters pojawiła się informacja, że koncern farmaceutyczny AstraZeneca podpisał porozumienie z rosyjską firmą farmaceutyczną R-farm na produkcję szczepionk..."
1379,Czy mamy do czynienia z nagłym wzrostem zachorowań?,Fake News,"Nie jest prawdą, że mamy obecnie do czynienia z nagłym wzrostem zachorowań w Polsce. Autorka tekstu na stronie www.planeta.pl w tytule używa alarmujących słów pisząc, iż koronawirus „batoży” Polaków, ..."
1380,Czy rząd zamierza wprowadzić kolejny lockdown?,Fake News,"Tytuł zgłoszonego artykułu brzmi „Ponowny lockdown. Rząd boi się kolejnej fali koronawirusa”. Naturalnie polski czytelnik rozumie go tak, że to nasz rząd boi się drugiej fali koronawirusa i wprowadza ..."
1381,Czy koronawirus sam w sobie nie spowodowałby śmierci?,Fake News,"Większość osób zakażonych SARS-CoV-2 ma tylko łagodne objawy albo infekcja przebiega u nich bezobjawowo. Jednak u niektórych choroba ma ciężki, powikłany przebieg. Jednym z takich pacjentów był pan Gr..."
1382,"Czy w USA problem koronawirusa dotyczy tylko domów starców, a odpowiedź państwa na pandemię jest niewspółmierna do skali?",Fake News,"To nieprawda, że koronawirus w Stanach Zjednoczonych dotyczy tylko domów starców. W momencie przygotowywania tej publikacji (stan na dzień 16 lipca 2020), według danych Amerykańskiej Agencji Epidemiol..."
1383,Czy maseczki można dezynfekować płynem?,Nieweryfikowalny,"Maseczki można dezynfekować płynem, jednak taka dezynfekcja sama w sobie nie zapewnia wystarczającego poziomu odkażenia. Jak podaje Ministerstwo Zdrowia, wielorazowe maseczki wymagają regularnej ster..."
1384,"Czy starania o wynalezienie szczepionki na jednego wirusa są bez sensu, gdy jesteśmy narażeni na niezliczone patogeny?",Fake News,"Nie, ponieważ nie wszystkie bakterie, które nas otaczają są chorobotwórcze, a z tych ostatnich oraz wirusów tylko część wykazuje dużą zjadliwość i zakaźność, co sprawia, że są zdolne do wywołania epid..."
1385,Czy jedzenie kapusty jest zabójcze dla koronawirusa?,Fake News,"Niestety nie zostało to jednoznacznie dowiedzione. „The Sun” opublikował wyniki badań poświęconych metodom zwalczania koronawirusa. Przytacza pracę naukowców z Uniwersytetu Montpellier we Francji, k..."
1386,"Czy koronawirus, który rozprzestrzenia się w Małopolsce, wywołuje chorobę o coraz ostrzejszym przebiegu?",Nieweryfikowalny,"Na podstawie obecnie dostępnych danych nie można stwierdzić, że koronawirus SARS-CoV-2, który obecnie wykrywany jest w Małopolsce, wywołuje chorobę o coraz ostrzejszym przebiegu. Artykuł na portalu „L..."
1387,Czy Google i Apple za pomocą smartfonów bez naszej zgody sprawdzają czy mieliśmy kontakt z COVID-19?,Fake News,"Nieprawdą jest że Google i Apple sprawdzają możliwość ekspozycji na COVID-19 bez naszej zgody. Google i Apple wspólnie opracowały system powiadomień o narażeniu na kontakt z COVID-19, aby pomóc insty..."
1388,Czy w Polsce blokowano sprzedaż skutecznego leku na COVID-19?,Fake News,"W Polsce nie blokowano sprzedaży ""skutecznego leku"" na wywoływaną przez koronawirusa chorobę COVID-19, ponieważ takiego leku wciąż nie ma. Autor zgłoszonego tekstu albo źle zrozumiał, albo świadomie p..."
1389,"Czy przeciwciało STI-1499 jest tak skuteczne, że szczepionka będzie niepotrzebna?",Fake News,"Nie, wbrew entuzjastycznym komunikatom producenta potencjalnego leku, firmy Sorrento Therapeutics, mówienie o „stuprocentowej skuteczności"" przeciwciał STI-1499 przeciwko COVID-19 jest na tym etapie w..."
1390,Czy jedzenie kiszonek zmniejsza ryzyko śmierci na COVID-19?,Fake News,"Zawarta w zgłoszonym do weryfikacji artykule prasowym teza, że jedzenie dużej ilości kiszonek oraz innych produktów fermentowanych zmniejsza ryzyko śmierci z powodu COVID-19 jest oparta na mało wiaryg..."
1391,Czy efektem drugiej tury wyborów jest fala zachorowań i zgonów?,Fake News,"Teza postawiona w zgłoszonym tekście o tym, że w Polsce, w wyniku drugiej tury wyborów nastąpiła „dramatyczna” fala zachorowań i zgonów z powodu koronawirusa, w świetle aktualnej wiedzy medycznej, nie..."
1392,"Czy kryzys pandemiczny niepotrzebnie rozdmuchano, opierając się na opiniach „ekspertów”?",Fake News,"Nieprawdziwa jest teza postawiona w artykule opublikowanym na portalu odkrywamyzakryte.com, że „kryzys pandemiczny niepotrzebnie rozdmuchano”. Pomimo licznych działań mających zapobiec rozprzestrzenia..."
1393,Czy liczba osób zakażonych COVID-19 na weselach jest „przerażająca”?,Fake News,"W Polsce rzeczywiście odnotowano kilkanaście ognisk po kilkadziesiąt osób zakażonych koronawirusem na weselu. Jednak zarówno wobec ogólnej liczby wesel w kraju, jak ogólnej liczby zakażeń, jest to ods..."
1394,"Czy, według CNN, zgromadzenia publiczne przyczyniają się do rozwoju epidemii, czy nie?",Fake News,"Zgłoszenie jest nietypowe, bo jego autor zestawia dwa teksty tego samego medium (strona internetowa amerykańskiej telewizji CNN) i pyta, czy mamy do czynienia z manipulacją. Z zamieszczonych przez sta..."
1395,Czy w czasie pandemii koronawirusa nie istnieją procedury postępowania wobec bezdomnych?,Fake News,"Procedura udzielania pomocy osobom bezdomnym, u których występują objawy zakażenia wirusem SARS-CoV-2 istnieje i została opisana przez Ministerstwo Rodziny Pracy i Polityki Społecznej. Resort opracowa..."
1396,"Czy w Polsce, z pogwałceniem procedur i badań, zarejestrowano lek na COVID-19, który może zabić?",Fake News,"Nie jest prawdą, że z pogwałceniem procedur i badań zarejestrowano w Polsce lek na COVID-19, który może zabić.Zarówno w Polsce jak i na całym świecie nadal trwają badania nad opracowaniem skutecznego ..."
1397,Czy Japonia ma już za sobą epidemię COVID-19 pomimo niewprowadzenia kwarantanny?,Fake News,"W żadnym wypadku nie można powiedzieć, by Japonia miała już epidemię choroby COVID-19 wywoływanej przez koronawirusa SARS-CoV-2 za sobą. Od około dwóch tygodni liczba zachorowań w tym kraju znowu rośn..."
1398,Czy Kerala radzi sobie z koronawirusem lepiej niż inne indyjskie stany?,Nieweryfikowalny,"Wiele źródeł chwali system ochrony zdrowia w Kerali, a także działania podjęte przez władze w obliczu pandemii SARS-CoV-2. Jednak aktualne statystyki nie potwierdzają, aby stan ten radził sobie lepiej..."
